  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
  615 2020  3       0.80     1.60     0.00  3873.60    13.40 135584.60 135584.60 20424.40   669.60   214.07   208.83   207.74     0.80   200.60     1.21   100.00   100.00     1.00    13.47   107.52     0.00     2.87     0.40  3889.40 
  616 2007  1       1.60     3.20     0.00  6478.40    72.60 68077.20 68077.20 24704.00  1869.00   204.52   188.24   147.21     0.84    35.80     1.06   100.00   100.00    55.50    26.95    56.36     0.00     9.63     0.45  6555.80 
  616 2014  2       1.80     2.60     0.00  5184.00    52.80 109032.60 109032.60 22981.80  1058.80   210.39   198.52   186.30     0.81   101.80     1.14   100.00   100.00     8.30    31.67    89.28     0.00     4.81     0.36  5241.20 
  616 2020  3       1.00     2.00     0.00  3865.80    14.60 135660.40 135660.40 20370.60   674.40   214.28   209.14   207.80     0.80   199.40     1.21   100.00   100.00     1.00    37.47   107.57     0.00     2.86     0.40  3883.40 
  617 2007  1       2.80     5.20     0.00  6501.80    72.20 68033.00 68033.00 24681.40  1879.40   204.24   187.97   147.16     0.84    35.40     1.06   100.00   100.00    55.51    51.95    56.33     0.00     9.67     0.45  6582.00 
  617 2014  2       1.60     2.80     0.00  5170.80    37.80 109206.80 109206.80 22930.40  1067.40   209.90   198.54   186.44     0.81   101.00     1.14   100.00   100.00     8.26    56.67    89.39     0.00     4.77     0.36  5213.00 
  617 2020  3       1.60     3.20     0.00  3853.80    17.40 135799.20 135799.20 20389.80   677.40   213.72   209.20   207.91     0.80   198.80     1.21   100.00   100.00     1.00    62.48   107.66     0.00     2.85     0.40  3876.00 
  618 2007  1       2.80     5.20     0.00  6501.80    72.20 68033.00 68033.00 24681.40  1879.40   204.24   187.97   147.16     0.84    35.40     1.06   100.00   100.00    55.51    76.95    56.33     0.00     9.67     0.45  6582.00 
  618 2014  2       1.60     2.80     0.00  5170.80    37.80 109206.80 109206.80 22930.40  1067.40   209.90   198.54   186.44     0.81   101.00     1.14   100.00   100.00     8.26    81.67    89.39     0.00     4.77     0.36  5213.00 
  618 2020  3       1.60     3.20     0.00  3853.80    17.40 135799.20 135799.20 20389.80   677.40   213.72   209.20   207.91     0.80   198.80     1.21   100.00   100.00     1.00    87.48   107.66     0.00     2.85     0.40  3876.00 
  619 2007  1       2.80     5.20     0.00  6501.80    72.20 68033.00 68033.00 24681.40  1879.40   204.24   187.97   147.16     0.84    35.40     1.06   100.00   100.00    55.51   100.00    56.33     0.00     9.67     0.45  6582.00 
  619 2014  2       1.60     2.80     0.00  5170.80    37.80 109206.80 109206.80 22930.40  1067.40   209.90   198.54   186.44     0.81   101.00     1.14   100.00   100.00     8.26   100.00    89.39     0.00     4.77     0.36  5213.00 
  619 2020  3       1.60     3.20     0.00  3853.80    17.40 135799.20 135799.20 20389.80   677.40   213.72   209.20   207.91     0.80   198.80     1.21   100.00   100.00     1.00   100.00   107.66     0.00     2.85     0.40  3876.00 
  620 2007  1       2.80     5.40     0.00  6424.60    76.20 67347.20 67347.20 24719.20  1870.40   203.81   188.06   146.41     0.84    35.20     1.06   100.00   100.00    80.63     2.94    55.92     0.00     9.67     0.45  6509.00 
  620 2014  2       2.20     4.40     0.00  5168.20    33.60 108046.40 108046.40 23023.80  1072.60   210.00   198.38   185.45     0.81    99.60     1.14   100.00   100.00    33.78     7.62    88.66     0.00     4.82     0.37  5208.40 
  620 2020  3       1.00     2.00     0.00  3912.00    12.80 134719.00 134719.00 20393.80   669.20   214.07   208.86   207.08     0.80   199.40     1.21   100.00   100.00     1.00    13.39   106.97     0.00     2.92     0.40  3927.80 
  621 2007  1       2.40     4.80     0.00  6431.60    70.60 67404.80 67404.80 24779.80  1900.60   204.28   188.15   146.48     0.84    34.80     1.06   100.00   100.00    80.63    26.94    55.95     0.00     9.66     0.45  6509.40 
  621 2014  2       1.80     2.80     0.00  5171.20    39.60 108235.80 108235.80 23152.00  1041.00   210.36   198.43   185.61     0.81   103.00     1.14   100.00   100.00    33.73    31.63    88.78     0.00     4.82     0.37  5215.40 
  621 2020  3       1.20     2.40     0.00  3927.80    16.40 135130.40 135130.40 20537.00   692.40   214.05   208.83   207.40     0.80   193.20     1.21   100.00   100.00     1.00    37.40   107.23     0.00     2.92     0.40  3947.80 
  622 2007  1       2.80     5.40     0.00  6366.60    77.40 67312.40 67312.40 24730.60  1887.00   204.40   188.02   146.38     0.84    34.80     1.06   100.00   100.00    80.62    51.94    55.90     0.00     9.59     0.45  6452.20 
  622 2014  2       2.20     4.40     0.00  5155.20    51.40 108063.60 108063.60 23111.20  1075.20   210.30   198.23   185.47     0.81    99.40     1.14   100.00   100.00    33.79    56.62    88.67     0.00     4.82     0.37  5213.20 
  622 2020  3       1.40     2.80     0.00  3960.20    17.40 135092.20 135092.20 20602.60   702.00   214.19   208.89   207.37     0.80   190.40     1.21   100.00   100.00     1.00    62.39   107.21     0.00     2.95     0.40  3981.80 
  623 2007  1       2.40     4.40     0.00  6416.80    81.60 67373.40 67373.40 24797.00  1884.80   204.38   188.33   146.44     0.84    35.00     1.06   100.00   100.00    80.62    76.94    55.93     0.00     9.66     0.45  6505.20 
  623 2014  2       2.00     3.60     0.00  5179.20    47.60 108208.20 108208.20 23131.40  1072.20   210.52   198.71   185.59     0.81    99.60     1.14   100.00   100.00    33.74    81.63    88.76     0.00     4.84     0.37  5232.40 
  623 2020  3       1.00     2.00     0.00  3902.80    15.60 135101.40 135101.40 20543.40   686.20   214.43   209.17   207.37     0.80   195.20     1.21   100.00   100.00     1.00    87.40   107.21     0.00     2.90     0.40  3921.40 
  624 2007  1       2.40     4.40     0.00  6416.80    81.60 67373.40 67373.40 24797.00  1884.80   204.38   188.33   146.44     0.84    35.00     1.06   100.00   100.00    80.62   100.00    55.93     0.00     9.66     0.45  6505.20 
  624 2014  2       2.00     3.60     0.00  5179.20    47.60 108208.20 108208.20 23131.40  1072.20   210.52   198.71   185.59     0.81    99.60     1.14   100.00   100.00    33.74   100.00    88.76     0.00     4.84     0.37  5232.40 
  624 2020  3       1.00     2.00     0.00  3902.80    15.60 135101.40 135101.40 20543.40   686.20   214.43   209.17   207.37     0.80   195.20     1.21   100.00   100.00     1.00   100.00   107.21     0.00     2.90     0.40  3921.40 
  625 2007  1      31.20     0.00     0.00    63.00     1.40 25296.20 25296.20 17323.60  3145.20   198.34   193.69    89.73     0.90     7.20    13.29     0.53     0.53    13.62     0.79    30.52     0.00     0.38     0.59    95.60 
  625 2014  2      15.80     0.00     0.00    61.60     1.80 25907.00 25907.00 17696.20  3290.40   198.62   193.81    90.81     0.89     7.00     6.35     0.25     0.25    35.10     1.00    36.81     0.00     0.31     0.51    79.20 
  625 2020  3       8.60     0.00     0.00    61.20     1.80 26362.80 26362.80 17941.60  3358.60   198.82   193.77    91.61     0.89     7.00     3.38     0.14     0.14    57.26     1.00    38.08     0.00     0.27     0.38    71.60 
  626 2007  1      32.40     0.00     0.00    60.20     2.00 25306.60 25306.60 17326.80  3159.60   198.38   193.74    89.75     0.90     7.00    13.29     0.53     0.53    13.62    23.74    30.53     0.00     0.37     0.59    94.60 
  626 2014  2      14.60     0.00     0.00    61.60     1.40 25911.60 25911.60 17691.40  3294.20   198.55   193.91    90.82     0.90     7.00     6.35     0.25     0.25    35.11    21.59    36.81     0.00     0.30     0.51    77.60 
  626 2020  3       8.40     0.00     0.00    62.80     1.20 26354.80 26354.80 17935.80  3359.00   198.68   193.92    91.59     0.89     7.00     3.38     0.14     0.14    57.26    19.37    38.08     0.00     0.27     0.38    72.40 
  627 2007  1      33.60     0.00     0.00    64.80     1.80 25300.40 25300.40 17322.80  3152.80   198.41   193.70    89.74     0.90     7.00    13.29     0.53     0.53    13.62    48.74    30.52     0.00     0.40     0.59   100.20 
  627 2014  2      16.00     0.00     0.00    62.60     2.20 25906.80 25906.80 17693.00  3289.20   198.58   193.89    90.81     0.89     7.00     6.35     0.25     0.25    35.10    46.59    36.81     0.00     0.31     0.51    80.80 
  627 2020  3       9.00     0.00     0.00    62.40     2.00 26356.80 26356.80 17934.40  3352.40   198.65   193.92    91.59     0.89     7.00     3.38     0.14     0.14    57.26    44.37    38.08     0.00     0.28     0.38    73.40 
  628 2007  1      33.60     0.00     0.00    64.80     1.80 25300.40 25300.40 17322.80  3152.80   198.41   193.70    89.74     0.90     7.00    13.29     0.53     0.53    13.62    73.74    30.52     0.00     0.40     0.59   100.20 
  628 2014  2      16.00     0.00     0.00    62.60     2.20 25906.80 25906.80 17693.00  3289.20   198.58   193.89    90.81     0.89     7.00     6.35     0.25     0.25    35.10    71.59    36.81     0.00     0.31     0.51    80.80 
  628 2020  3       9.00     0.00     0.00    62.40     2.00 26356.80 26356.80 17934.40  3352.40   198.65   193.92    91.59     0.89     7.00     3.38     0.14     0.14    57.26    69.37    38.08     0.00     0.28     0.38    73.40 
  629 2007  1      33.60     0.00     0.00    64.80     1.80 25300.40 25300.40 17322.80  3152.80   198.41   193.70    89.74     0.90     7.00    13.29     0.53     0.53    13.62    98.74    30.52     0.00     0.40     0.59   100.20 
  629 2014  2      16.00     0.00     0.00    62.60     2.20 25906.80 25906.80 17693.00  3289.20   198.58   193.89    90.81     0.89     7.00     6.35     0.25     0.25    35.10    96.59    36.81     0.00     0.31     0.51    80.80 
  629 2020  3       9.00     0.00     0.00    62.40     2.00 26356.80 26356.80 17934.40  3352.40   198.65   193.92    91.59     0.89     7.00     3.38     0.14     0.14    57.26    94.37    38.08     0.00     0.28     0.38    73.40 
  630 2007  1      30.20     0.00     0.00    57.20     1.60 25254.40 25254.40 17306.00  3133.00   198.50   193.68    89.66     0.90     7.60    13.29     0.53     0.53    37.61     0.79    30.50     0.00     0.35     0.59    89.00 
  630 2014  2      14.20     0.00     0.00    61.40     1.20 25847.80 25847.80 17663.40  3269.20   198.70   193.89    90.71     0.89     7.00     6.35     0.25     0.25    59.07     1.00    36.77     0.00     0.30     0.51    76.80 
  630 2020  3       7.80     0.00     0.00    66.40     1.20 26305.40 26305.40 17911.80  3326.80   198.91   193.84    91.51     0.89     7.00     3.38     0.14     0.14    81.20     1.00    38.05     0.00     0.29     0.38    75.40 
  631 2007  1      32.40     0.00     0.00    63.60     2.00 25293.00 25293.00 17322.20  3147.60   198.40   193.74    89.73     0.90     7.40    13.29     0.53     0.53    37.62    23.74    30.52     0.00     0.39     0.59    98.00 
  631 2014  2      14.80     0.00     0.00    58.40     0.80 25894.80 25894.80 17686.00  3291.00   198.60   193.87    90.79     0.89     7.00     6.35     0.25     0.25    59.10    21.59    36.80     0.00     0.29     0.51    74.00 
  631 2020  3       8.00     0.00     0.00    62.20     1.60 26337.80 26337.80 17928.60  3357.40   198.68   193.91    91.56     0.89     7.00     3.38     0.14     0.14    81.25    19.38    38.07     0.00     0.27     0.38    71.80 
  632 2007  1      31.40     0.00     0.00    62.00     3.20 25290.20 25290.20 17299.80  3137.80   198.40   193.66    89.72     0.90     7.20    13.29     0.53     0.53    37.62    48.74    30.52     0.00     0.38     0.59    96.60 
  632 2014  2      15.40     0.00     0.00    64.00     0.60 25895.20 25895.20 17674.20  3271.80   198.64   193.74    90.79     0.90     7.00     6.35     0.25     0.25    59.09    46.59    36.80     0.00     0.31     0.51    80.00 
  632 2020  3       8.60     0.00     0.00    63.80     3.80 26333.80 26333.80 17926.40  3335.80   198.79   193.74    91.55     0.89     7.00     3.38     0.14     0.14    81.24    44.38    38.06     0.00     0.29     0.38    76.20 
  633 2007  1      31.40     0.00     0.00    62.00     3.20 25290.20 25290.20 17299.80  3137.80   198.40   193.66    89.72     0.90     7.20    13.29     0.53     0.53    37.62    73.74    30.52     0.00     0.38     0.59    96.60 
  633 2014  2      15.40     0.00     0.00    64.00     0.60 25895.20 25895.20 17674.20  3271.80   198.64   193.74    90.79     0.90     7.00     6.35     0.25     0.25    59.09    71.59    36.80     0.00     0.31     0.51    80.00 
  633 2020  3       8.60     0.00     0.00    63.80     3.80 26333.80 26333.80 17926.40  3335.80   198.79   193.74    91.55     0.89     7.00     3.38     0.14     0.14    81.24    69.38    38.06     0.00     0.29     0.38    76.20 
  634 2007  1      31.40     0.00     0.00    62.00     3.20 25290.20 25290.20 17299.80  3137.80   198.40   193.66    89.72     0.90     7.20    13.29     0.53     0.53    37.62    98.74    30.52     0.00     0.38     0.59    96.60 
  634 2014  2      15.40     0.00     0.00    64.00     0.60 25895.20 25895.20 17674.20  3271.80   198.64   193.74    90.79     0.90     7.00     6.35     0.25     0.25    59.09    96.59    36.80     0.00     0.31     0.51    80.00 
  634 2020  3       8.60     0.00     0.00    63.80     3.80 26333.80 26333.80 17926.40  3335.80   198.79   193.74    91.55     0.89     7.00     3.38     0.14     0.14    81.24    94.38    38.06     0.00     0.29     0.38    76.20 
  635 2007  1      32.20     0.00     0.00    55.80     1.60 25245.60 25245.60 17268.60  3136.80   198.33   193.71    89.64     0.90     7.20    13.29     0.53     0.53    62.61     0.79    30.49     0.00     0.35     0.59    89.60 
  635 2014  2      15.40     0.00     0.00    59.80     0.80 25830.40 25830.40 17620.80  3274.60   198.55   193.82    90.68     0.89     7.00     6.35     0.25     0.25    84.06     1.00    36.76     0.00     0.29     0.51    76.00 
  635 2020  3       9.00     0.00     0.00    58.60     1.60 26266.00 26266.00 17866.60  3347.20   198.75   193.77    91.44     0.89     7.00     3.38     0.14     0.14   100.00     1.00    38.02     0.00     0.26     0.38    69.20 
  636 2007  1      31.40     0.00     0.00    59.20     1.80 25265.00 25265.00 17293.40  3133.60   198.36   193.64    89.68     0.90     7.60    13.29     0.53     0.53    62.61    23.74    30.50     0.00     0.37     0.59    92.40 
  636 2014  2      15.20     0.00     0.00    63.40     0.60 25848.20 25848.20 17648.80  3262.00   198.51   193.75    90.71     0.89     7.00     6.35     0.25     0.25    84.07    21.59    36.77     0.00     0.31     0.51    79.20 
  636 2020  3       6.80     0.00     0.00    58.40     1.00 26282.60 26282.60 17885.00  3322.60   198.61   193.69    91.47     0.89     7.00     3.38     0.14     0.14   100.00    19.38    38.03     0.00     0.25     0.38    66.20 
  637 2007  1      30.40     0.00     0.00    61.00     1.20 25272.40 25272.40 17309.60  3143.40   198.37   193.72    89.69     0.90     7.20    13.29     0.53     0.53    62.62    48.74    30.51     0.00     0.37     0.59    92.60 
  637 2014  2      15.80     0.00     0.00    61.60     0.00 25852.20 25852.20 17648.20  3274.20   198.68   193.84    90.71     0.89     7.00     6.35     0.25     0.25    84.08    46.59    36.77     0.00     0.30     0.51    77.40 
  637 2020  3       7.20     0.00     0.00    59.40     1.60 26292.20 26292.20 17898.80  3337.60   198.81   193.82    91.48     0.89     7.00     3.38     0.14     0.14   100.00    44.38    38.04     0.00     0.26     0.38    68.20 
  638 2007  1      30.40     0.00     0.00    61.00     1.20 25272.40 25272.40 17309.60  3143.40   198.37   193.72    89.69     0.90     7.20    13.29     0.53     0.53    62.62    73.74    30.51     0.00     0.37     0.59    92.60 
  638 2014  2      15.80     0.00     0.00    61.60     0.00 25852.20 25852.20 17648.20  3274.20   198.68   193.84    90.71     0.89     7.00     6.35     0.25     0.25    84.08    71.59    36.77     0.00     0.30     0.51    77.40 
  638 2020  3       7.20     0.00     0.00    59.40     1.60 26292.20 26292.20 17898.80  3337.60   198.81   193.82    91.48     0.89     7.00     3.38     0.14     0.14   100.00    69.38    38.04     0.00     0.26     0.38    68.20 
  639 2007  1      30.40     0.00     0.00    61.00     1.20 25272.40 25272.40 17309.60  3143.40   198.37   193.72    89.69     0.90     7.20    13.29     0.53     0.53    62.62    98.74    30.51     0.00     0.37     0.59    92.60 
  639 2014  2      15.80     0.00     0.00    61.60     0.00 25852.20 25852.20 17648.20  3274.20   198.68   193.84    90.71     0.89     7.00     6.35     0.25     0.25    84.08    96.59    36.77     0.00     0.30     0.51    77.40 
  639 2020  3       7.20     0.00     0.00    59.40     1.60 26292.20 26292.20 17898.80  3337.60   198.81   193.82    91.48     0.89     7.00     3.38     0.14     0.14   100.00    94.38    38.04     0.00     0.26     0.38    68.20 
  640 2007  1      30.00     0.00     0.00    54.20     1.40 25237.60 25237.60 17281.60  3136.20   198.35   193.73    89.63     0.90     7.20    13.29     0.53     0.53    87.61     0.79    30.49     0.00     0.34     0.59    85.60 
  640 2014  2      15.40     0.00     0.00    59.60     0.60 25814.40 25814.40 17636.00  3266.20   198.58   193.76    90.65     0.89     7.00     6.35     0.25     0.25   100.00     1.00    36.75     0.00     0.29     0.51    75.60 
  640 2020  3       7.60     0.00     0.00    63.40     0.60 26258.40 26258.40 17891.20  3329.00   198.65   193.73    91.42     0.89     7.00     3.38     0.14     0.14   100.00     1.00    38.02     0.00     0.27     0.38    71.60 
  641 2007  1      31.00     0.00     0.00    54.40     2.80 25252.60 25252.60 17297.20  3148.80   198.51   193.69    89.66     0.90     7.20    13.29     0.53     0.53    87.61    23.74    30.49     0.00     0.35     0.59    88.20 
  641 2014  2      14.40     0.00     0.00    58.20     1.80 25816.40 25816.40 17646.20  3279.00   198.76   193.76    90.65     0.89     7.00     6.35     0.25     0.25   100.00    21.59    36.75     0.00     0.29     0.51    74.40 
  641 2020  3       8.20     0.00     0.00    61.80     0.00 26249.60 26249.60 17889.00  3346.80   198.89   193.69    91.41     0.89     7.00     3.38     0.14     0.14   100.00    19.38    38.01     0.00     0.27     0.38    70.00 
  642 2007  1      30.60     0.00     0.00    51.00     2.60 25243.80 25243.80 17277.60  3131.20   198.48   193.80    89.64     0.90     7.80    13.29     0.53     0.53    87.61    48.74    30.49     0.00     0.33     0.59    84.20 
  642 2014  2      15.60     0.00     0.00    60.20     1.40 25821.20 25821.20 17630.80  3269.40   198.62   193.79    90.66     0.89     7.00     6.35     0.25     0.25   100.00    46.59    36.75     0.00     0.30     0.51    77.20 
  642 2020  3       8.80     0.00     0.00    59.00     1.20 26255.00 26255.00 17884.60  3340.60   198.75   193.82    91.42     0.89     7.00     3.38     0.14     0.14   100.00    44.38    38.01     0.00     0.26     0.38    69.00 
  643 2007  1      30.60     0.00     0.00    51.00     2.60 25243.80 25243.80 17277.60  3131.20   198.48   193.80    89.64     0.90     7.80    13.29     0.53     0.53    87.61    73.74    30.49     0.00     0.33     0.59    84.20 
  643 2014  2      15.60     0.00     0.00    60.20     1.40 25821.20 25821.20 17630.80  3269.40   198.62   193.79    90.66     0.89     7.00     6.35     0.25     0.25   100.00    71.59    36.75     0.00     0.30     0.51    77.20 
  643 2020  3       8.80     0.00     0.00    59.00     1.20 26255.00 26255.00 17884.60  3340.60   198.75   193.82    91.42     0.89     7.00     3.38     0.14     0.14   100.00    69.38    38.01     0.00     0.26     0.38    69.00 
  644 2007  1      30.60     0.00     0.00    51.00     2.60 25243.80 25243.80 17277.60  3131.20   198.48   193.80    89.64     0.90     7.80    13.29     0.53     0.53    87.61    98.74    30.49     0.00     0.33     0.59    84.20 
  644 2014  2      15.60     0.00     0.00    60.20     1.40 25821.20 25821.20 17630.80  3269.40   198.62   193.79    90.66     0.89     7.00     6.35     0.25     0.25   100.00    96.59    36.75     0.00     0.30     0.51    77.20 
  644 2020  3       8.80     0.00     0.00    59.00     1.20 26255.00 26255.00 17884.60  3340.60   198.75   193.82    91.42     0.89     7.00     3.38     0.14     0.14   100.00    94.38    38.01     0.00     0.26     0.38    69.00 
  645 2007  1      32.40     0.00     0.00    57.00     0.80 25247.00 25247.00 17275.00  3134.40   198.32   193.64    89.65     0.90     7.40    13.29     0.53     0.53   100.00     0.79    30.49     0.00     0.36     0.59    90.20 
  645 2014  2      13.60     0.00     0.00    55.20     0.60 25801.80 25801.80 17609.60  3269.40   198.61   193.69    90.63     0.89     7.00     6.35     0.25     0.25   100.00     1.00    36.74     0.00     0.27     0.51    69.40 
  645 2020  3       8.00     0.00     0.00    56.80     2.60 26238.20 26238.20 17858.80  3327.20   198.71   193.64    91.39     0.89     7.00     3.38     0.14     0.14   100.00     1.00    38.00     0.00     0.26     0.38    67.40 
  646 2007  1      29.40     0.00     0.00    55.60     1.60 25226.40 25226.40 17280.60  3138.00   198.37   193.78    89.61     0.90     7.20    13.29     0.53     0.53   100.00    23.74    30.48     0.00     0.34     0.59    86.60 
  646 2014  2      16.00     0.00     0.00    61.20     2.00 25789.60 25789.60 17621.80  3265.40   198.61   193.90    90.60     0.89     7.00     6.35     0.25     0.25   100.00    21.60    36.73     0.00     0.31     0.51    79.20 
  646 2020  3       6.80     0.00     0.00    59.80     2.20 26215.00 26215.00 17849.20  3330.80   198.60   193.87    91.35     0.89     7.00     3.38     0.14     0.14   100.00    19.38    37.99     0.00     0.26     0.38    68.80 
  647 2007  1      31.40     0.00     0.00    58.60     2.40 25232.80 25232.80 17283.20  3135.20   198.38   193.69    89.62     0.90     7.40    13.29     0.53     0.53   100.00    48.74    30.48     0.00     0.37     0.59    92.40 
  647 2014  2      14.60     0.00     0.00    59.60     1.20 25802.40 25802.40 17630.80  3276.00   198.57   193.83    90.63     0.89     7.00     6.35     0.25     0.25   100.00    46.60    36.74     0.00     0.29     0.51    75.40 
  647 2020  3       7.80     0.00     0.00    60.60     1.20 26248.80 26248.80 17879.20  3338.20   198.76   193.78    91.41     0.89     7.00     3.38     0.14     0.14   100.00    44.38    38.01     0.00     0.27     0.38    69.60 
  648 2007  1      31.40     0.00     0.00    58.60     2.40 25232.80 25232.80 17283.20  3135.20   198.38   193.69    89.62     0.90     7.40    13.29     0.53     0.53   100.00    73.74    30.48     0.00     0.37     0.59    92.40 
  648 2014  2      14.60     0.00     0.00    59.60     1.20 25802.40 25802.40 17630.80  3276.00   198.57   193.83    90.63     0.89     7.00     6.35     0.25     0.25   100.00    71.60    36.74     0.00     0.29     0.51    75.40 
  648 2020  3       7.80     0.00     0.00    60.60     1.20 26248.80 26248.80 17879.20  3338.20   198.76   193.78    91.41     0.89     7.00     3.38     0.14     0.14   100.00    69.38    38.01     0.00     0.27     0.38    69.60 
  649 2007  1      31.40     0.00     0.00    58.60     2.40 25232.80 25232.80 17283.20  3135.20   198.38   193.69    89.62     0.90     7.40    13.29     0.53     0.53   100.00    98.74    30.48     0.00     0.37     0.59    92.40 
  649 2014  2      14.60     0.00     0.00    59.60     1.20 25802.40 25802.40 17630.80  3276.00   198.57   193.83    90.63     0.89     7.00     6.35     0.25     0.25   100.00    96.60    36.74     0.00     0.29     0.51    75.40 
  649 2020  3       7.80     0.00     0.00    60.60     1.20 26248.80 26248.80 17879.20  3338.20   198.76   193.78    91.41     0.89     7.00     3.38     0.14     0.14   100.00    94.38    38.01     0.00     0.27     0.38    69.60 
  650 2007  1      62.80     1.20     0.00  1918.00     1.80 37171.80 37171.80 21707.20  3139.40   199.71   190.21   108.78     0.88    11.00    26.54    26.54     1.06     1.00     2.45    37.69     0.00     5.34     0.55  1983.80 
  650 2014  2      56.80     2.00     0.00  2229.40     3.80 52404.60 52404.60 24914.40  2957.00   201.56   188.27   129.15     0.86    17.00    28.45    28.45     1.14     1.00     5.36    53.53     0.00     4.37     0.49  2292.00 
  650 2020  3      54.60     0.40     0.00  2372.60     0.60 66712.00 66712.00 26189.80  2753.20   203.18   188.62   145.72     0.84    23.60    30.20    30.20     1.21     1.00     8.80    63.74     0.00     3.64     0.46  2428.20 
  651 2007  1      62.40     2.40     0.00  1893.60     2.60 37071.60 37071.60 21702.40  3131.60   199.60   190.60   108.63     0.88    11.00    26.54    26.54     1.06     1.00    26.45    37.63     0.00     5.29     0.55  1961.00 
  651 2014  2      58.80     1.20     0.00  2228.60     3.00 52276.40 52276.40 24959.60  2946.00   201.64   188.71   129.00     0.86    17.00    28.45    28.45     1.14     1.00    29.35    53.45     0.00     4.38     0.49  2291.60 
  651 2020  3      55.00     0.40     0.00  2361.60     1.80 66573.40 66573.40 26185.00  2717.60   203.52   188.81   145.57     0.84    24.00    30.20    30.20     1.21     1.00    32.78    63.65     0.00     3.63     0.46  2418.80 
  652 2007  1      61.80     2.00     0.00  1892.40     1.60 37180.40 37180.40 21764.40  3166.40   199.79   190.18   108.79     0.88    11.00    26.54    26.54     1.06     1.00    51.45    37.70     0.00     5.27     0.55  1957.80 
  652 2014  2      59.80     1.20     0.00  2196.80     4.20 52383.60 52383.60 24844.00  2946.80   201.94   188.36   129.13     0.86    17.20    28.45    28.45     1.14     1.00    54.36    53.52     0.00     4.32     0.49  2262.00 
  652 2020  3      55.80     0.40     0.00  2373.60     4.20 66560.00 66560.00 26137.00  2750.00   203.84   188.56   145.56     0.84    23.80    30.20    30.20     1.21     1.00    57.79    63.64     0.00     3.66     0.46  2434.00 
  653 2007  1      61.80     2.00     0.00  1892.40     1.60 37180.40 37180.40 21764.40  3166.40   199.79   190.18   108.79     0.88    11.00    26.54    26.54     1.06     1.00    76.45    37.70     0.00     5.27     0.55  1957.80 
  653 2014  2      59.80     1.20     0.00  2196.80     4.20 52383.60 52383.60 24844.00  2946.80   201.94   188.36   129.13     0.86    17.20    28.45    28.45     1.14     1.00    79.36    53.52     0.00     4.32     0.49  2262.00 
  653 2020  3      55.80     0.40     0.00  2373.60     4.20 66560.00 66560.00 26137.00  2750.00   203.84   188.56   145.56     0.84    23.80    30.20    30.20     1.21     1.00    82.79    63.64     0.00     3.66     0.46  2434.00 
  654 2007  1      61.80     2.00     0.00  1892.40     1.60 37180.40 37180.40 21764.40  3166.40   199.79   190.18   108.79     0.88    11.00    26.54    26.54     1.06     1.00   100.00    37.70     0.00     5.27     0.55  1957.80 
  654 2014  2      59.80     1.20     0.00  2196.80     4.20 52383.60 52383.60 24844.00  2946.80   201.94   188.36   129.13     0.86    17.20    28.45    28.45     1.14     1.00   100.00    53.52     0.00     4.32     0.49  2262.00 
  654 2020  3      55.80     0.40     0.00  2373.60     4.20 66560.00 66560.00 26137.00  2750.00   203.84   188.56   145.56     0.84    23.80    30.20    30.20     1.21     1.00   100.00    63.64     0.00     3.66     0.46  2434.00 
  655 2007  1      61.60     2.00     0.00  1893.20     4.00 37065.60 37065.60 21698.60  3124.80   200.02   190.24   108.62     0.88    11.00    26.54    26.54     1.06    10.51     2.45    37.63     0.00     5.29     0.55  1960.80 
  655 2014  2      63.00     2.80     0.00  2243.00     3.20 52234.60 52234.60 24827.20  2970.20   201.95   188.43   128.94     0.86    16.80    28.45    28.45     1.14     1.00     5.35    53.43     0.00     4.43     0.49  2312.00 
  655 2020  3      56.60     0.00     0.00  2363.40     1.40 66441.20 66441.20 26134.80  2751.00   203.87   188.52   145.43     0.84    23.40    30.20    30.20     1.21     1.00     8.78    63.56     0.00     3.64     0.46  2421.40 
  656 2007  1      60.20     0.80     0.00  1872.00     4.40 36956.60 36956.60 21706.40  3161.00   199.94   190.39   108.46     0.88    11.00    26.54    26.54     1.06    10.53    26.45    37.56     0.00     5.24     0.55  1937.40 
  656 2014  2      57.80     1.60     0.00  2229.20     0.00 52290.00 52290.00 24976.40  2986.40   202.21   188.07   129.01     0.86    17.00    28.45    28.45     1.14     1.00    29.35    53.46     0.00     4.38     0.48  2288.60 
  656 2020  3      58.40     0.00     0.00  2428.80     2.40 66696.40 66696.40 26240.20  2741.00   204.13   188.26   145.71     0.84    23.60    30.20    30.20     1.21     1.00    32.78    63.73     0.00     3.73     0.46  2489.60 
  657 2007  1      59.80     1.60     0.00  1863.60     6.00 37057.20 37057.20 21759.40  3156.40   200.01   190.47   108.61     0.88    11.00    26.54    26.54     1.06    10.51    51.45    37.62     0.00     5.21     0.55  1931.00 
  657 2014  2      63.40     2.00     0.00  2202.60     3.40 52284.00 52284.00 24856.40  2981.00   201.80   188.35   129.01     0.86    17.00    28.45    28.45     1.14     1.00    54.35    53.46     0.00     4.34     0.49  2271.40 
