  run year index     sng      sdg      sdc       og       rt      pop     area    edges clusters    xmean    ymean      rad    slope  cl_size   diffus   spread    breed  slp_res  rd_grav   %urban    %road grw_rate leesalee  grw_pix 
 1092 2007  1      52.20    79.60     0.00  5781.40    77.60 61377.60 61377.60 26220.60  2506.80   203.81   190.00   139.78     0.84    23.80    26.54    79.61    79.61    56.76    51.82    52.31     0.00     9.76     0.47  5990.80 
 1092 2014  2      37.40    57.80     0.00  6215.40    52.40 105654.60 105654.60 28003.60  1689.00   211.21   201.44   183.39     0.81    61.60    28.45    85.36    85.36    12.15    56.29    87.15     0.00     6.02     0.37  6363.00 
 1092 2020  3      25.20    39.80     0.00  5475.80     9.20 141247.00 141247.00 26171.00  1014.20   216.26   214.48   212.04     0.80   138.20    30.20    90.61    90.61     1.00    62.09   111.12     0.00     3.93     0.39  5550.00 
 1093 2007  1      49.60    81.60     0.00  5851.40    81.40 61557.40 61557.40 26346.60  2466.20   204.02   190.06   139.98     0.85    24.20    26.54    79.61    79.61    56.73    76.83    52.42     0.00     9.85     0.46  6064.00 
 1093 2014  2      39.80    63.60     0.00  6256.60    47.60 106055.00 106055.00 28365.80  1656.00   211.34   201.39   183.73     0.81    63.20    28.45    85.36    85.36    12.02    81.30    87.40     0.00     6.04     0.37  6407.60 
 1093 2020  3      22.80    40.60     0.00  5440.40    11.00 141975.80 141975.80 26251.20  1038.60   216.31   214.43   212.58     0.80   135.40    30.20    90.61    90.61     1.00    87.13   111.59     0.00     3.88     0.39  5514.80 
 1094 2007  1      49.60    81.60     0.00  5851.40    81.40 61557.40 61557.40 26346.60  2466.20   204.02   190.06   139.98     0.85    24.20    26.54    79.61    79.61    56.73   100.00    52.42     0.00     9.85     0.46  6064.00 
 1094 2014  2      39.80    63.60     0.00  6256.60    47.60 106055.00 106055.00 28365.80  1656.00   211.34   201.39   183.73     0.81    63.20    28.45    85.36    85.36    12.02   100.00    87.40     0.00     6.04     0.37  6407.60 
 1094 2020  3      22.80    40.60     0.00  5440.40    11.00 141975.80 141975.80 26251.20  1038.60   216.31   214.43   212.58     0.80   135.40    30.20    90.61    90.61     1.00   100.00   111.59     0.00     3.88     0.39  5514.80 
 1095 2007  1      52.00    77.00     0.00  5723.00    75.40 60788.00 60788.00 26317.00  2507.80   204.02   189.85   139.10     0.84    23.40    26.54    79.61    79.61    81.87     2.81    51.96     0.00     9.75     0.47  5927.40 
 1095 2014  2      38.80    61.80     0.00  6133.00    47.60 104427.00 104427.00 28123.60  1684.40   210.81   201.11   182.32     0.81    61.20    28.45    85.36    85.36    37.64     7.24    86.37     0.00     6.01     0.37  6281.20 
 1095 2020  3      22.60    40.00     0.00  5419.20     8.80 140129.60 140129.60 26179.40  1038.60   215.58   214.53   211.20     0.80   133.40    30.20    90.61    90.61     1.00    13.00   110.41     0.00     3.92     0.39  5490.60 
 1096 2007  1      50.80    82.20     0.00  5719.00    79.40 60640.40 60640.40 26075.00  2523.80   204.35   189.67   138.93     0.84    23.20    26.54    79.61    79.61    81.88    26.81    51.87     0.00     9.78     0.47  5931.40 
 1096 2014  2      40.00    65.00     0.00  6161.00    55.80 104413.40 104413.40 28325.60  1708.00   211.62   200.43   182.31     0.81    60.20    28.45    85.36    85.36    37.70    31.23    86.36     0.00     6.05     0.37  6321.80 
 1096 2020  3      29.20    47.00     0.00  5518.00    12.80 140472.20 140472.20 26328.40  1020.00   216.30   213.82   211.46     0.80   136.60    30.20    90.61    90.61     1.00    37.00   110.63     0.00     3.99     0.39  5607.00 
 1097 2007  1      51.00    80.00     0.00  5734.60    76.40 60897.20 60897.20 26150.60  2497.20   203.96   190.03   139.23     0.84    23.80    26.54    79.61    79.61    81.85    51.82    52.02     0.00     9.76     0.47  5942.00 
 1097 2014  2      39.00    64.60     0.00  6082.40    46.40 104611.40 104611.40 28086.00  1682.40   211.14   200.82   182.48     0.81    61.20    28.45    85.36    85.36    37.54    56.25    86.49     0.00     5.96     0.37  6232.40 
 1097 2020  3      28.00    48.80     0.00  5442.40    13.00 140065.60 140065.60 26083.60  1021.80   215.90   213.80   211.15     0.80   135.60    30.20    90.61    90.61     1.00    62.01   110.37     0.00     3.95     0.39  5532.20 
 1098 2007  1      49.60    77.60     0.00  5791.60    78.60 60837.80 60837.80 26318.00  2523.00   204.11   190.07   139.16     0.84    23.40    26.54    79.61    79.61    81.86    76.81    51.99     0.00     9.86     0.47  5997.40 
 1098 2014  2      37.40    63.60     0.00  6197.40    49.60 104976.40 104976.40 28513.60  1697.60   211.28   201.12   182.80     0.81    61.20    28.45    85.36    85.36    37.52    81.25    86.72     0.00     6.05     0.37  6348.00 
 1098 2020  3      24.60    40.20     0.00  5492.80    15.80 140915.80 140915.80 26224.80  1046.00   216.26   214.40   211.79     0.80   133.20    30.20    90.61    90.61     1.00    87.03   110.91     0.00     3.95     0.39  5573.40 
 1099 2007  1      49.60    77.60     0.00  5791.60    78.60 60837.80 60837.80 26318.00  2523.00   204.11   190.07   139.16     0.84    23.40    26.54    79.61    79.61    81.86   100.00    51.99     0.00     9.86     0.47  5997.40 
 1099 2014  2      37.40    63.60     0.00  6197.40    49.60 104976.40 104976.40 28513.60  1697.60   211.28   201.12   182.80     0.81    61.20    28.45    85.36    85.36    37.52   100.00    86.72     0.00     6.05     0.37  6348.00 
 1099 2020  3      24.60    40.20     0.00  5492.80    15.80 140915.80 140915.80 26224.80  1046.00   216.26   214.40   211.79     0.80   133.20    30.20    90.61    90.61     1.00   100.00   110.91     0.00     3.95     0.39  5573.40 
 1100 2007  1      48.20    72.80     0.00  7217.60    48.80 72637.60 72637.60 26483.00  2126.00   205.40   190.66   152.06     0.84    33.40    26.54   100.00    79.61     1.00     3.02    59.11     0.00    10.17     0.43  7387.40 
 1100 2014  2      31.20    50.80     0.00  6242.80    26.20 120972.20 120972.20 26515.20  1313.80   212.72   205.31   196.23     0.81    91.20    28.45   100.00    85.36     1.00     8.06    96.82     0.00     5.25     0.34  6351.00 
 1100 2020  3      17.40    30.60     0.00  4749.20     6.40 154076.20 154076.20 23288.60   752.40   217.20   218.10   221.46     0.80   203.40    30.20   100.00    90.61     1.00    14.42   119.28     0.00     3.12     0.37  4803.60 
 1101 2007  1      49.20    73.40     0.00  7238.40    57.60 72641.80 72641.80 26406.60  2155.40   205.18   190.77   152.06     0.84    32.80    26.54   100.00    79.61     1.00    27.02    59.11     0.00    10.21     0.43  7418.60 
 1101 2014  2      31.00    45.80     0.00  6331.00    27.00 121255.20 121255.20 26600.00  1343.80   212.27   205.94   196.46     0.81    89.00    28.45   100.00    85.36     1.00    32.06    97.00     0.00     5.31     0.34  6434.80 
 1101 2020  3      18.00    31.20     0.00  4809.40     8.20 154570.60 154570.60 23438.20   742.60   217.12   218.50   221.81     0.79   206.40    30.20   100.00    90.61     1.00    38.43   119.59     0.00     3.15     0.37  4866.80 
 1102 2007  1      46.80    69.80     0.00  7199.60    53.60 72670.80 72670.80 26459.80  2141.00   205.27   190.44   152.09     0.84    33.20    26.54   100.00    79.61     1.00    52.02    59.13     0.00    10.14     0.43  7369.80 
 1102 2014  2      33.00    53.80     0.00  6337.40    30.40 121132.20 121132.20 26681.60  1325.00   212.92   205.34   196.36     0.81    90.60    28.45   100.00    85.36     1.00    57.06    96.92     0.00     5.33     0.34  6454.60 
 1102 2020  3      20.80    37.40     0.00  4731.20     5.20 154403.00 154403.00 23326.40   737.40   217.73   217.80   221.69     0.79   208.00    30.20   100.00    90.61     1.00    63.43   119.49     0.00     3.11     0.37  4794.60 
 1103 2007  1      50.80    76.60     0.00  7225.60    58.40 72471.80 72471.80 26380.40  2138.40   205.17   190.61   151.88     0.84    33.20    26.54   100.00    79.61     1.00    77.02    59.01     0.00    10.23     0.43  7411.40 
 1103 2014  2      33.20    54.40     0.00  6368.60    39.60 121264.00 121264.00 26739.40  1355.80   212.59   205.85   196.47     0.81    88.40    28.45   100.00    85.36     1.00    82.05    97.00     0.00     5.36     0.34  6495.80 
 1103 2020  3      19.00    31.80     0.00  4832.60     7.00 154965.40 154965.40 23625.00   749.20   217.31   218.63   222.10     0.79   205.20    30.20   100.00    90.61     1.00    88.44   119.84     0.00     3.16     0.37  4890.40 
 1104 2007  1      50.80    76.60     0.00  7225.60    58.40 72471.80 72471.80 26380.40  2138.40   205.17   190.61   151.88     0.84    33.20    26.54   100.00    79.61     1.00   100.00    59.01     0.00    10.23     0.43  7411.40 
 1104 2014  2      33.20    54.40     0.00  6368.60    39.60 121264.00 121264.00 26739.40  1355.80   212.59   205.85   196.47     0.81    88.40    28.45   100.00    85.36     1.00   100.00    97.00     0.00     5.36     0.34  6495.80 
 1104 2020  3      19.00    31.80     0.00  4832.60     7.00 154965.40 154965.40 23625.00   749.20   217.31   218.63   222.10     0.79   205.20    30.20   100.00    90.61     1.00   100.00   119.84     0.00     3.16     0.37  4890.40 
 1105 2007  1      52.80    77.60     0.00  7235.20    71.80 72044.20 72044.20 26409.60  2152.00   205.47   190.28   151.43     0.84    32.80    26.54   100.00    79.61     4.96     3.00    58.75     0.00    10.32     0.43  7437.40 
 1105 2014  2      34.40    57.20     0.00  6371.40    31.60 120759.00 120759.00 26587.60  1300.60   212.51   205.47   196.06     0.81    91.80    28.45   100.00    85.36     1.00     8.02    96.68     0.00     5.38     0.34  6494.60 
 1105 2020  3      21.80    36.20     0.00  4771.60     8.00 154129.00 154129.00 23318.00   736.40   217.01   218.01   221.50     0.80   207.80    30.20   100.00    90.61     1.00    14.38   119.31     0.00     3.14     0.38  4837.60 
 1106 2007  1      49.80    76.80     0.00  7191.40    64.00 71987.80 71987.80 26390.60  2163.00   205.18   190.42   151.37     0.84    32.60    26.54   100.00    79.61     4.96    27.00    58.72     0.00    10.25     0.43  7382.00 
 1106 2014  2      31.60    51.20     0.00  6362.00    32.00 120521.60 120521.60 26582.80  1335.20   212.39   205.31   195.87     0.81    89.00    28.45   100.00    85.36     1.00    32.02    96.53     0.00     5.37     0.34  6476.80 
 1106 2020  3      17.40    27.80     0.00  4813.20     6.80 153856.00 153856.00 23484.00   751.80   217.16   218.22   221.30     0.79   202.80    30.20   100.00    90.61     1.00    38.37   119.14     0.00     3.16     0.37  4865.20 
 1107 2007  1      49.40    73.00     0.00  7175.60    69.20 72079.20 72079.20 26498.20  2175.60   205.23   190.79   151.47     0.84    32.40    26.54   100.00    79.61     4.93    52.01    58.77     0.00    10.22     0.43  7367.20 
 1107 2014  2      32.20    55.20     0.00  6469.40    28.60 121187.60 121187.60 26858.00  1370.20   212.50   205.88   196.41     0.81    87.40    28.45   100.00    85.36     1.00    57.03    96.95     0.00     5.43     0.34  6585.40 
 1107 2020  3      19.00    29.20     0.00  4818.40    10.00 154949.40 154949.40 23531.80   749.40   217.08   218.28   222.09     0.80   205.00    30.20   100.00    90.61     1.00    63.41   119.83     0.00     3.15     0.37  4876.60 
 1108 2007  1      50.80    81.00     0.00  7133.40    71.80 72097.80 72097.80 26376.80  2163.40   205.31   190.58   151.49     0.84    32.60    26.54   100.00    79.61     4.92    77.01    58.79     0.00    10.18     0.43  7337.00 
 1108 2014  2      32.60    52.60     0.00  6413.60    30.80 120888.20 120888.20 26713.00  1350.00   212.28   205.55   196.16     0.81    88.60    28.45   100.00    85.36     1.00    82.03    96.76     0.00     5.40     0.34  6529.60 
 1108 2020  3      22.80    40.20     0.00  4853.00     7.20 154629.00 154629.00 23530.20   753.80   217.03   218.15   221.86     0.80   203.40    30.20   100.00    90.61     1.00    88.40   119.63     0.00     3.18     0.37  4923.20 
 1109 2007  1      50.80    81.00     0.00  7133.40    71.80 72097.80 72097.80 26376.80  2163.40   205.31   190.58   151.49     0.84    32.60    26.54   100.00    79.61     4.92   100.00    58.79     0.00    10.18     0.43  7337.00 
 1109 2014  2      32.60    52.60     0.00  6413.60    30.80 120888.20 120888.20 26713.00  1350.00   212.28   205.55   196.16     0.81    88.60    28.45   100.00    85.36     1.00   100.00    96.76     0.00     5.40     0.34  6529.60 
 1109 2020  3      22.80    40.20     0.00  4853.00     7.20 154629.00 154629.00 23530.20   753.80   217.03   218.15   221.86     0.80   203.40    30.20   100.00    90.61     1.00   100.00   119.63     0.00     3.18     0.37  4923.20 
 1110 2007  1      49.20    74.00     0.00  7082.00    61.60 71146.40 71146.40 26352.80  2181.60   205.09   190.56   150.49     0.84    31.80    26.54   100.00    79.61    30.10     2.99    58.21     0.00    10.21     0.43  7266.80 
 1110 2014  2      32.20    49.80     0.00  6413.00    31.00 119850.60 119850.60 26719.00  1365.00   212.56   205.14   195.32     0.81    86.80    28.45   100.00    85.36     1.00     7.97    96.11     0.00     5.44     0.34  6526.00 
 1110 2020  3      17.00    29.40     0.00  4869.60    10.80 153597.40 153597.40 23654.40   774.00   217.39   218.30   221.11     0.80   197.00    30.20   100.00    90.61     1.00    14.30   118.97     0.00     3.21     0.38  4926.80 
 1111 2007  1      45.40    69.20     0.00  7107.20    58.40 71061.40 71061.40 26310.00  2161.60   205.21   190.13   150.40     0.84    32.20    26.54   100.00    79.61    30.13    26.99    58.16     0.00    10.24     0.43  7280.20 
 1111 2014  2      34.60    55.60     0.00  6369.00    37.00 119671.80 119671.80 26627.20  1334.20   212.41   205.35   195.17     0.81    88.60    28.45   100.00    85.36     1.00    31.96    96.00     0.00     5.43     0.34  6496.20 
 1111 2020  3      16.20    26.40     0.00  4848.00     9.20 153333.60 153333.60 23510.60   764.60   217.33   218.34   220.92     0.80   199.00    30.20   100.00    90.61     1.00    38.28   118.81     0.00     3.20     0.38  4899.80 
 1112 2007  1      47.00    73.00     0.00  7057.40    62.00 71035.60 71035.60 26322.60  2186.60   205.63   190.53   150.37     0.84    31.60    26.54   100.00    79.61    30.11    51.99    58.14     0.00    10.19     0.43  7239.40 
 1112 2014  2      32.60    49.80     0.00  6389.60    37.20 119621.60 119621.60 26672.40  1344.80   213.40   205.37   195.13     0.81    88.00    28.45   100.00    85.36     1.00    56.96    95.96     0.00     5.44     0.34  6509.20 
 1112 2020  3      21.00    36.20     0.00  4873.80    11.20 153404.00 153404.00 23697.00   772.00   217.90   218.15   220.97     0.80   196.80    30.20   100.00    90.61     1.00    63.28   118.85     0.00     3.22     0.38  4942.20 
 1113 2007  1      46.60    73.40     0.00  7050.20    56.80 71022.60 71022.60 26284.80  2183.80   205.47   190.53   150.36     0.84    31.80    26.54   100.00    79.61    30.11    76.99    58.14     0.00    10.18     0.43  7227.00 
 1113 2014  2      32.40    50.80     0.00  6367.40    40.40 119584.80 119584.80 26660.00  1323.40   212.78   205.36   195.10     0.81    89.40    28.45   100.00    85.36     1.00    81.96    95.94     0.00     5.43     0.34  6491.00 
 1113 2020  3      20.00    34.60     0.00  4919.00     8.80 153437.00 153437.00 23762.60   775.00   217.43   218.18   221.00     0.80   196.20    30.20   100.00    90.61     1.00    88.28   118.87     0.00     3.25     0.38  4982.40 
 1114 2007  1      46.60    73.40     0.00  7050.20    56.80 71022.60 71022.60 26284.80  2183.80   205.47   190.53   150.36     0.84    31.80    26.54   100.00    79.61    30.11   100.00    58.14     0.00    10.18     0.43  7227.00 
 1114 2014  2      32.40    50.80     0.00  6367.40    40.40 119584.80 119584.80 26660.00  1323.40   212.78   205.36   195.10     0.81    89.40    28.45   100.00    85.36     1.00   100.00    95.94     0.00     5.43     0.34  6491.00 
 1114 2020  3      20.00    34.60     0.00  4919.00     8.80 153437.00 153437.00 23762.60   775.00   217.43   218.18   221.00     0.80   196.20    30.20   100.00    90.61     1.00   100.00   118.87     0.00     3.25     0.38  4982.40 
 1115 2007  1      48.20    76.00     0.00  6991.40    54.60 70293.40 70293.40 26376.20  2219.20   205.21   190.05   149.58     0.84    31.00    26.54   100.00    79.61    55.27     2.97    57.70     0.00    10.20     0.44  7170.20 
 1115 2014  2      35.60    55.80     0.00  6404.80    35.00 118600.20 118600.20 26903.20  1381.40   212.65   205.21   194.30     0.81    84.80    28.45   100.00    85.36     5.95     7.91    95.32     0.00     5.51     0.34  6531.20 
 1115 2020  3      19.40    31.00     0.00  4978.60     9.60 152846.20 152846.20 23808.00   771.60   217.64   218.32   220.57     0.80   196.20    30.20   100.00    90.61     1.00    14.19   118.50     0.00     3.30     0.38  5038.60 
 1116 2007  1      45.80    72.80     0.00  6979.40    65.00 70492.20 70492.20 26351.60  2190.60   204.92   190.46   149.79     0.84    31.60    26.54   100.00    79.61    55.22    26.98    57.82     0.00    10.16     0.43  7163.00 
 1116 2014  2      36.60    61.60     0.00  6455.80    28.00 118950.40 118950.40 27136.60  1407.20   211.84   205.43   194.58     0.81    83.40    28.45   100.00    85.36     5.80    31.92    95.54     0.00     5.53     0.34  6582.00 
 1116 2020  3      18.80    31.80     0.00  5004.20     8.40 153540.60 153540.60 23910.40   777.20   216.84   218.54   221.07     0.79   195.80    30.20   100.00    90.61     1.00    38.23   118.94     0.00     3.30     0.38  5063.20 
 1117 2007  1      47.60    74.00     0.00  6992.20    50.40 70520.60 70520.60 26430.60  2209.00   205.05   190.11   149.82     0.84    31.20    26.54   100.00    79.61    55.20    51.98    57.83     0.00    10.16     0.43  7164.20 
 1117 2014  2      31.60    55.60     0.00  6487.60    30.80 119243.00 119243.00 27049.40  1376.20   212.06   204.87   194.82     0.81    85.40    28.45   100.00    85.36     5.73    56.93    95.73     0.00     5.54     0.34  6605.60 
 1117 2020  3      21.40    36.60     0.00  4948.60     6.00 153799.40 153799.40 23899.00   758.40   216.58   217.73   221.26     0.79   201.20    30.20   100.00    90.61     1.00    63.25   119.10     0.00     3.26     0.37  5012.60 
 1118 2007  1      48.00    71.00     0.00  6990.20    63.80 70400.20 70400.20 26313.20  2203.80   205.06   190.11   149.70     0.84    31.20    26.54   100.00    79.61    55.23    76.98    57.76     0.00    10.19     0.44  7173.00 
 1118 2014  2      36.40    63.00     0.00  6407.20    31.80 118720.80 118720.80 26914.80  1386.60   212.29   204.78   194.40     0.81    84.60    28.45   100.00    85.36     5.86    81.91    95.40     0.00     5.51     0.34  6538.40 
 1118 2020  3      19.40    33.60     0.00  5005.40    12.20 153122.00 153122.00 23899.20   776.80   217.21   217.72   220.77     0.79   195.80    30.20   100.00    90.61     1.00    88.21   118.67     0.00     3.31     0.38  5070.60 
 1119 2007  1      48.00    71.00     0.00  6990.20    63.80 70400.20 70400.20 26313.20  2203.80   205.06   190.11   149.70     0.84    31.20    26.54   100.00    79.61    55.23   100.00    57.76     0.00    10.19     0.44  7173.00 
 1119 2014  2      36.40    63.00     0.00  6407.20    31.80 118720.80 118720.80 26914.80  1386.60   212.29   204.78   194.40     0.81    84.60    28.45   100.00    85.36     5.86   100.00    95.40     0.00     5.51     0.34  6538.40 
 1119 2020  3      19.40    33.60     0.00  5005.40    12.20 153122.00 153122.00 23899.20   776.80   217.21   217.72   220.77     0.79   195.80    30.20   100.00    90.61     1.00   100.00   118.67     0.00     3.31     0.38  5070.60 
 1120 2007  1      47.20    72.60     0.00  6840.00    67.40 69481.00 69481.00 26243.80  2224.00   205.01   189.95   148.72     0.84    30.40    26.54   100.00    79.61    80.37     2.96    57.21     0.00    10.11     0.44  7027.20 
 1120 2014  2      30.20    51.00     0.00  6373.40    32.80 117286.20 117286.20 26966.40  1367.00   212.25   204.27   193.22     0.81    84.80    28.45   100.00    85.36    31.50     7.85    94.49     0.00     5.53     0.35  6487.40 
 1120 2020  3      20.80    36.00     0.00  4958.40     4.80 151679.60 151679.60 23888.00   801.00   217.07   217.32   219.73     0.80   188.60    30.20   100.00    90.61     1.00    14.09   117.75     0.00     3.31     0.38  5020.00 
 1121 2007  1      46.60    70.80     0.00  6916.20    58.60 69803.00 69803.00 26525.60  2193.20   205.60   190.29   149.06     0.84    31.00    26.54   100.00    79.61    80.34    26.97    57.40     0.00    10.16     0.44  7092.20 
 1121 2014  2      35.20    57.40     0.00  6381.60    34.60 117712.00 117712.00 27011.40  1401.60   213.27   204.61   193.57     0.81    83.00    28.45   100.00    85.36    31.31    31.87    94.76     0.00     5.53     0.35  6508.80 
 1121 2020  3      20.40    35.40     0.00  5055.80     9.60 152336.20 152336.20 23951.00   809.00   217.91   218.12   220.20     0.80   186.80    30.20   100.00    90.61     1.00    38.13   118.17     0.00     3.36     0.38  5121.20 
 1122 2007  1      43.60    67.00     0.00  6848.40    67.40 69561.00 69561.00 26364.80  2207.20   204.97   190.09   148.80     0.84    30.80    26.54   100.00    79.61    80.37    51.96    57.25     0.00    10.10     0.44  7026.40 
 1122 2014  2      36.60    60.20     0.00  6354.80    31.60 117256.40 117256.40 26928.40  1401.80   212.08   204.27   193.19     0.81    82.60    28.45   100.00    85.36    31.48    56.85    94.47     0.00     5.53     0.35  6483.20 
 1122 2020  3      19.80    34.60     0.00  5019.20    10.20 151916.00 151916.00 24056.80   808.40   216.94   217.46   219.90     0.80   186.00    30.20   100.00    90.61     1.00    63.10   117.91     0.00     3.35     0.38  5083.80 
 1123 2007  1      43.60    67.00     0.00  6848.40    67.40 69561.00 69561.00 26364.80  2207.20   204.97   190.09   148.80     0.84    30.80    26.54   100.00    79.61    80.37    76.96    57.25     0.00    10.10     0.44  7026.40 
 1123 2014  2      36.00    59.60     0.00  6333.00    32.20 117212.60 117212.60 26947.60  1400.20   212.11   204.24   193.16     0.81    82.60    28.45   100.00    85.36    31.48    81.85    94.44     0.00     5.51     0.35  6460.80 
 1123 2020  3      20.20    36.60     0.00  5010.80     9.40 151829.60 151829.60 24071.40   794.00   216.95   217.44   219.84     0.80   189.40    30.20   100.00    90.61     1.00    88.09   117.85     0.00     3.34     0.38  5077.00 
 1124 2007  1      43.60    67.00     0.00  6848.40    67.40 69561.00 69561.00 26364.80  2207.20   204.97   190.09   148.80     0.84    30.80    26.54   100.00    79.61    80.37   100.00    57.25     0.00    10.10     0.44  7026.40 
 1124 2014  2      36.00    59.60     0.00  6333.00    32.20 117212.60 117212.60 26947.60  1400.20   212.11   204.24   193.16     0.81    82.60    28.45   100.00    85.36    31.48   100.00    94.44     0.00     5.51     0.35  6460.80 
 1124 2020  3      20.20    36.60     0.00  5010.80     9.40 151829.60 151829.60 24071.40   794.00   216.95   217.44   219.84     0.80   189.40    30.20   100.00    90.61     1.00   100.00   117.85     0.00     3.34     0.38  5077.00 
 1125 2007  1      60.60   120.40     0.00   147.40   180.80 27628.80 27628.80 19293.80  3625.60   200.25   196.85    93.78     0.89     7.00    26.54     1.06   100.00     1.00     2.30    31.93     0.00     1.84     0.57   509.20 
 1125 2014  2      67.00   132.20     0.00   168.40   184.80 31343.00 31343.00 22282.00  4420.60   202.23   200.02    99.88     0.88     6.80    28.45     1.14   100.00     1.00     4.60    40.24     0.00     1.76     0.49   552.40 
 1125 2020  3      72.00   138.00     0.00   188.20   176.60 34734.20 34734.20 24991.00  5030.00   203.68   202.89   105.15     0.87     6.00    30.20     1.21   100.00     1.00     7.07    43.40     0.00     1.65     0.39   574.80 
 1126 2007  1      67.80   133.00     0.00   146.00   192.80 27683.20 27683.20 19325.80  3621.00   200.27   196.75    93.87     0.89     7.00    26.54     1.06   100.00     1.00    26.30    31.96     0.00     1.95     0.57   539.60 
 1126 2014  2      67.40   132.40     0.00   161.20   198.00 31472.20 31472.20 22341.80  4395.80   202.52   200.20   100.09     0.88     7.00    28.45     1.14   100.00     1.00    28.60    40.32     0.00     1.78     0.49   559.00 
 1126 2020  3      69.60   136.20     0.00   193.40   179.20 34892.00 34892.00 25056.40  4974.40   204.09   202.84   105.39     0.87     6.40    30.20     1.21   100.00     1.00    31.08    43.50     0.00     1.66     0.39   578.40 
 1127 2007  1      63.80   125.80     0.00   149.00   206.80 27882.40 27882.40 19530.60  3683.20   200.67   196.97    94.21     0.89     7.00    26.54     1.06   100.00     1.00    51.30    32.08     0.00     1.96     0.57   545.40 
 1127 2014  2      69.00   134.20     0.00   163.20   190.60 31695.00 31695.00 22581.80  4431.60   202.96   200.31   100.44     0.87     7.00    28.45     1.14   100.00     1.00    53.62    40.46     0.00     1.76     0.49   557.00 
 1127 2020  3      71.80   140.40     0.00   213.60   182.60 35216.20 35216.20 25362.20  5043.60   204.41   202.76   105.88     0.87     6.20    30.20     1.21   100.00     1.00    56.10    43.71     0.00     1.73     0.39   608.40 
 1128 2007  1      65.40   128.40     0.00   140.80   202.20 27886.60 27886.60 19490.40  3667.60   199.69   197.24    94.22     0.89     7.00    26.54     1.06   100.00     1.00    76.30    32.09     0.00     1.92     0.57   536.80 
 1128 2014  2      65.60   127.80     0.00   163.00   193.80 31745.20 31745.20 22605.60  4453.60   202.25   200.49   100.52     0.87     6.80    28.45     1.14   100.00     1.00    78.62    40.49     0.00     1.73     0.49   550.20 
 1128 2020  3      71.80   140.00     0.00   196.40   187.40 35258.00 35258.00 25384.60  5064.80   203.34   203.03   105.94     0.86     6.40    30.20     1.21   100.00     1.00    81.10    43.74     0.00     1.69     0.39   595.60 
 1129 2007  1      65.40   128.40     0.00   140.80   202.20 27886.60 27886.60 19490.40  3667.60   199.69   197.24    94.22     0.89     7.00    26.54     1.06   100.00     1.00   100.00    32.09     0.00     1.92     0.57   536.80 
 1129 2014  2      65.60   127.80     0.00   163.00   193.80 31745.20 31745.20 22605.60  4453.60   202.25   200.49   100.52     0.87     6.80    28.45     1.14   100.00     1.00   100.00    40.49     0.00     1.73     0.49   550.20 
 1129 2020  3      71.80   140.00     0.00   196.40   187.40 35258.00 35258.00 25384.60  5064.80   203.34   203.03   105.94     0.86     6.40    30.20     1.21   100.00     1.00   100.00    43.74     0.00     1.69     0.39   595.60 
 1130 2007  1      65.80   128.60     0.00   148.60   166.80 27567.00 27567.00 19247.20  3638.60   200.23   196.62    93.67     0.89     7.00    26.43     1.06   100.00    12.88     2.21    31.89     0.00     1.85     0.57   509.80 
 1130 2014  2      71.60   141.60     0.00   166.20   173.80 31247.80 31247.80 22192.60  4414.00   202.34   199.47    99.73     0.88     6.60    28.34     1.13   100.00     1.00     4.51    40.18     0.00     1.77     0.49   553.20 
 1130 2020  3      71.00   138.20     0.00   199.80   168.60 34664.20 34664.20 24902.00  5012.00   203.96   201.71   105.04     0.87     6.00    30.08     1.20   100.00     1.00     6.97    43.36     0.00     1.67     0.39   577.60 
 1131 2007  1      65.60   129.60     0.00   145.60   197.60 27732.80 27732.80 19397.40  3652.00   199.95   196.74    93.96     0.89     7.00    26.54     1.06   100.00    12.01    26.30    31.99     0.00     1.94     0.57   538.40 
 1131 2014  2      68.40   136.00     0.00   180.60   183.00 31526.40 31526.40 22439.60  4412.60   201.96   200.05   100.18     0.87     6.80    28.45     1.14   100.00     1.00    28.61    40.36     0.00     1.80     0.49   568.00 
 1131 2020  3      73.40   144.60     0.00   198.80   174.80 34997.40 34997.40 25203.60  5027.40   203.48   202.92   105.55     0.87     6.20    30.20     1.21   100.00     1.00    31.08    43.57     0.00     1.69     0.39   591.60 
 1132 2007  1      64.80   126.60     0.00   145.40   192.20 27818.60 27818.60 19463.80  3650.60   200.39   197.35    94.10     0.89     7.00    26.54     1.06   100.00    11.99    51.30    32.04     0.00     1.90     0.57   529.00 
 1132 2014  2      70.40   138.60     0.00   176.20   184.20 31646.60 31646.60 22550.00  4459.20   202.28   200.40   100.37     0.87     6.60    28.45     1.14   100.00     1.00    53.61    40.43     0.00     1.80     0.49   569.40 
 1132 2020  3      68.80   134.00     0.00   208.20   181.60 35099.20 35099.20 25293.60  5050.60   204.19   202.66   105.70     0.87     6.00    30.20     1.21   100.00     1.00    56.09    43.64     0.00     1.69     0.39   592.60 
 1133 2007  1      64.40   125.40     0.00   150.40   207.00 27873.00 27873.00 19504.40  3667.80   200.63   197.07    94.19     0.88     7.00    26.54     1.06   100.00    11.98    76.30    32.08     0.00     1.96     0.57   547.20 
